symbol	R603	R607	R614	R621
MTRNR2L8	1	0	0	0
RNF141	0	0	0	0
CTR9	0	0	0	0
EIF4G2	0	0	0	0
ZBED5	0	0	0	0
ZBED5-AS1	0	0	0	0
CTD-2003C8.2	0	1	0	1
GALNT18	0	1	1	1
CSNK2A3	0	0	0	0
USP47	0	0	0	0
RP13-631K18.2	0	0	0	0
MICAL2	1	0	0	0
PARVA	0	0	0	0
TEAD1	0	0	0	0
ARNTL	0	0	0	0
BTBD10	0	0	0	0
RP11-231N3.1	1	1	1	1
RRAS2	0	0	0	0
COPB1	0	0	0	0
PSMA1	0	0	0	0
PDE3B	1	0	0	0
CYP2R1	0	0	0	0
SOX6	1	1	0	0
C11orf58	0	0	0	0
PLEKHA7	1	1	1	1
RPS13	0	0	0	0
SNORD14A	0	0	0	0
PIK3C2A	0	0	0	0
NUCB2	0	0	0	0
RP11-452G18.2	0	1	1	1
RP1-239B22.5	0	1	0	0
KCNJ11	1	0	0	0
ABCC8	0	1	0	1
USH1C	0	0	0	0
OTOG	0	1	1	1
KCNC1	1	1	0	1
SERGEF	0	0	0	0
TPH1	1	1	1	0
SAAL1	0	0	0	0
HPS5	0	0	0	0
GTF2H1	0	0	0	0
LDHA	0	0	0	0
TSG101	0	0	0	0
RP11-613F22.6	1	0	0	0
UEVLD	0	0	0	0
SPTY2D1-AS1	0	0	0	0
SPTY2D1	0	0	0	0
TMEM86A	0	0	0	0
RP11-1081L13.4	1	0	0	0
ZDHHC13	0	0	0	0
E2F8	0	0	0	0
NAV2	1	0	0	0
HTATIP2	0	0	0	0
PRMT3	0	0	0	0
SLC17A6	0	1	1	1
GAS2	1	0	0	0
SLC5A12	1	1	0	1
BBOX1-AS1	0	0	0	0
CCDC34	0	0	0	0
LGR4	0	0	0	0
LIN7C	0	0	0	0
BDNF-AS	0	1	0	1
BDNF	0	1	1	1
HSP90AA2P	0	0	0	0
KIF18A	0	0	0	0
METTL15	0	0	0	0
RP11-624D11.2	1	0	0	0
FSHB	1	0	0	0
ARL14EP	0	0	0	0
DCDC1	0	1	0	0
DNAJC24	0	0	0	0
IMMP1L	0	0	0	0
AC108456.1	1	0	0	0
ELP4	0	0	0	0
PAX6	1	0	0	1
RCN1	1	0	0	0
THEM7P	0	0	1	0
WT1	0	0	0	0
WT1-AS	0	0	0	0
EIF3M	0	0	0	0
PRRG4	0	1	1	1
QSER1	0	0	0	0
DEPDC7	1	0	0	0
TCP11L1	0	0	0	0
CSTF3	0	0	0	0
RP1-89D4.1	1	0	0	0
HIPK3	0	1	0	0
KIAA1549L	0	0	1	1
CD59	1	0	0	0
FBXO3	0	0	0	0
CAPRIN1	0	0	0	0
NAT10	0	0	0	0
ABTB2	0	0	0	0
CAT	0	0	0	0
EHF	0	1	1	1
APIP	0	0	0	0
PDHX	0	0	0	0
RP4-607I7.1	0	1	0	0
CD44	1	0	0	0
RP1-68D18.2	1	1	1	1
SLC1A2	0	0	1	1
FJX1	1	0	0	0
TRIM44	0	0	0	0
LDLRAD3	1	0	0	0
COMMD9	0	0	0	0
PRR5L	0	0	0	0
TRAF6	0	0	0	0
RAG2	0	1	1	1
C11orf74	0	0	0	0
API5	0	0	0	0
TTC17	0	0	0	0
RP11-484D2.4	1	0	1	1
RP11-484D2.3	1	0	1	1
HSD17B12	1	0	0	0
ALKBH3	0	0	0	0
SEC14L1P1	0	1	0	1
ACCS	0	1	1	1
CTD-2609K8.3	0	0	1	0
EXT2	0	0	0	0
ALX4	0	0	0	1
CD82	1	0	0	1
TSPAN18	0	0	0	1
TP53I11	0	0	0	0
PRDM11	0	0	0	0
SLC35C1	1	0	0	0
CRY2	0	0	0	0
MAPK8IP1	1	0	0	0
PEX16	1	0	0	0
PHF21A	1	0	0	1
CTD-2589M5.5	1	0	0	0
CREB3L1	0	0	1	1
DGKZ	0	0	0	0
MDK	0	1	0	0
CHRM4	0	0	0	0
AMBRA1	0	0	0	0
RP11-425L10.1	0	1	1	0
ATG13	0	0	0	0
ARHGAP1	1	0	0	0
CKAP5	0	0	0	0
LRP4-AS1	1	0	0	0
LRP4	0	0	0	0
C11orf49	0	0	0	0
ARFGAP2	0	0	0	0
RP11-390K5.6	0	0	1	1
PACSIN3	0	0	0	0
DDB2	1	0	0	0
ACP2	1	0	0	0
NR1H3	0	1	0	1
MADD	0	0	0	0
SLC39A13	0	0	0	0
PSMC3	1	0	0	0
RAPSN	1	0	0	0
CELF1	0	0	0	0
NDUFS3	0	0	0	0
PTPMT1	1	0	0	0
KBTBD4	0	0	0	0
C1QTNF4	0	0	0	1
MTCH2	0	0	0	0
FNBP4	1	0	0	0
Y_RNA	0	0	0	0
NUP160	0	0	0	0
TNKS1BP1	0	0	0	0
SSRP1	0	0	0	0
SLC43A3	1	0	0	0
RTN4RL2	0	0	0	0
SLC43A1	1	0	0	0
TIMM10	0	0	0	0
UBE2L6	1	0	0	0
AP000662.4	0	1	1	1
CLP1	1	0	0	0
ZDHHC5	1	0	0	0
MED19	0	0	0	0
TMX2	1	0	0	0
C11orf31	0	0	0	0
RP11-691N7.6	0	1	0	0
CTNND1	0	0	0	0
EIF4A2P3	0	1	1	0
LPXN	0	0	0	0
ZFP91	0	0	0	0
CNTF	0	0	0	0
FAM111B	1	0	0	0
AP001258.4	0	0	0	0
FAM111A	0	0	0	0
AP000442.4	1	1	1	1
OSBP	0	0	0	0
PATL1	0	0	0	0
STX3	1	0	0	0
MRPL16	0	0	0	0
TCN1	0	1	1	1
CCDC86	1	0	0	0
PRPF19	1	0	0	0
TMEM109	1	0	0	0
TMEM132A	0	0	0	0
SLC15A3	0	0	0	0
VPS37C	0	0	0	0
VWCE	0	0	0	1
DDB1	0	0	0	0
DAK	0	0	0	0
CYB561A3	1	0	0	0
TMEM138	0	0	0	0
TMEM216	1	0	0	0
CPSF7	0	0	0	0
SDHAF2	0	0	0	0
PPP1R32	1	0	0	1
SYT7	1	0	0	0
DAGLA	1	0	0	0
MYRF	0	0	0	1
TMEM258	0	0	0	0
FEN1	1	1	0	0
FADS2	0	0	1	0
FADS1	1	0	0	0
FADS3	0	0	0	0
RAB3IL1	0	0	0	0
FTH1	0	0	0	0
INCENP	0	1	0	0
ASRGL1	0	0	0	0
AHNAK	0	0	0	0
TUT1	0	0	0	0
MTA2	0	0	0	0
EML3	0	0	0	0
ROM1	1	0	0	0
B3GAT3	0	0	0	0
INTS5	1	0	0	0
LBHD1	0	0	0	0
METTL12	0	0	0	0
UQCC3	1	0	0	0
UBXN1	0	0	0	0
HNRNPUL2-BSCL2	0	1	1	1
BSCL2	0	0	0	0
HNRNPUL2	0	0	0	0
TTC9C	0	0	0	0
ZBTB3	1	0	0	0
POLR2G	0	0	0	0
RP11-727F15.11	1	0	1	1
TAF6L	0	0	0	0
TMEM223	0	0	0	0
TMEM179B	1	0	0	0
NXF1	0	0	0	0
STX5	0	0	0	0
RP11-727F15.9	0	0	0	0
WDR74	0	0	0	0
SNHG1	0	0	0	0
SLC3A2	0	1	0	0
RARRES3	0	1	1	0
PLA2G16	0	0	0	0
ATL3	0	0	0	0
RTN3	1	0	0	0
C11orf95	0	0	0	0
C11orf84	0	0	0	0
MARK2	0	0	0	0
RCOR2	1	0	0	0
NAA40	0	0	0	0
RNU6-45P	0	1	0	1
COX8A	0	0	0	0
OTUB1	0	0	0	0
MACROD1	1	0	0	0
RP11-21A7A.3	0	0	0	0
STIP1	0	0	0	0
FERMT3	1	0	0	0
TRPT1	1	0	0	0
NUDT22	0	0	0	0
RP11-783K16.14	0	1	1	1
DNAJC4	0	0	0	0
VEGFB	0	0	0	0
FKBP2	0	0	0	0
PPP1R14B	0	0	0	0
RP11-783K16.5	1	0	0	0
RP11-783K16.13	1	0	0	0
PLCB3	0	0	0	0
BAD	0	0	0	0
GPR137	1	0	0	0
ESRRA	0	0	0	0
TRMT112	0	0	0	0
PRDX5	0	0	0	0
AP003774.1	1	1	0	0
CCDC88B	1	1	1	1
RPS6KA4	0	0	0	0
AP003774.4	1	1	1	1
NRXN2	0	1	1	0
RASGRP2	1	1	0	1
PYGM	0	0	0	0
SF1	0	0	0	0
AP001462.6	0	1	1	0
MAP4K2	0	0	0	0
MEN1	0	0	0	0
CDC42BPG	1	0	0	1
EHD1	1	0	0	0
ATG2A	0	0	0	0
PPP2R5B	0	0	0	0
GPHA2	0	0	0	0
BATF2	0	0	0	0
ARL2	0	0	0	0
SNX15	0	0	0	0
SAC3D1	0	1	0	0
NAALADL1	1	0	0	1
CDCA5	0	1	0	0
ZFPL1	0	0	0	0
VPS51	0	0	0	0
TM7SF2	0	0	0	0
ZNHIT2	0	0	0	0
FAU	0	0	0	0
SYVN1	0	0	0	0
MRPL49	0	0	0	0
AP003068.18	0	1	0	0
AP003068.23	0	0	1	0
CAPN1	0	0	0	0
SLC22A20	1	0	0	0
POLA2	0	0	0	0
CDC42EP2	1	0	0	0
DPF2	0	0	0	0
TIGD3	0	1	0	0
SLC25A45	0	0	0	0
FRMD8	0	0	0	0
NEAT1	0	0	0	0
CMB9-22P13.1	0	0	0	0
MALAT1	0	0	0	0
SCYL1	0	0	0	0
LTBP3	0	0	0	0
SSSCA1-AS1	0	0	0	0
SSSCA1	0	0	0	0
FAM89B	0	0	0	0
EHBP1L1	0	0	0	0
MAP3K11	0	0	0	0
PCNXL3	0	0	0	0
SIPA1	0	0	0	0
MIR4489	1	1	1	1
RELA	0	0	0	0
KAT5	0	0	0	0
RNASEH2C	1	0	0	0
OVOL1	1	1	0	1
CFL1	0	0	0	0
MUS81	0	0	0	0
EFEMP2	1	1	0	1
FIBP	0	0	0	0
CCDC85B	0	1	0	0
FOSL1	0	0	0	0
C11orf68	0	0	0	0
DRAP1	0	0	0	0
SART1	0	0	0	0
EIF1AD	0	0	0	0
BANF1	0	0	0	0
SF3B2	0	0	0	0
RP11-1167A19.2	0	1	1	1
PACS1	0	0	0	0
KLC2	0	0	0	0
RP11-755F10.3	1	1	1	1
RP11-867G23.1	1	1	0	1
RAB1B	0	0	0	0
CNIH2	0	0	0	0
YIF1A	1	0	0	0
TMEM151A	1	0	0	0
CD248	0	0	0	0
RIN1	0	0	0	0
BRMS1	1	0	0	0
B4GAT1	0	0	0	0
RP11-867G23.8	1	1	0	0
SLC29A2	0	0	0	0
MRPL11	0	0	0	0
PELI3	1	0	0	0
CTD-3074O7.5	0	0	0	0
DPP3	1	0	0	0
BBS1	0	1	1	0
ZDHHC24	0	0	0	0
ACTN3	1	0	0	0
CCDC87	1	1	0	0
CCS	0	0	0	0
RBM14	0	0	0	0
RBM4	0	0	0	0
RBM4B	0	0	0	0
RP11-658F2.8	0	0	0	1
SPTBN2	0	0	0	0
C11orf80	0	0	0	0
RCE1	0	0	0	0
PC	0	0	0	0
LRFN4	0	0	0	0
SYT12	0	0	1	0
RHOD	0	0	0	0
KDM2A	0	0	0	0
ADRBK1	0	0	0	0
ANKRD13D	0	0	0	0
SSH3	0	0	1	1
POLD4	1	1	0	0
CLCF1	1	0	0	0
RAD9A	0	0	0	0
PPP1CA	0	0	0	0
CARNS1	0	1	0	0
RPS6KB2	0	0	0	0
PTPRCAP	1	1	0	0
CORO1B	0	0	0	0
TMEM134	0	0	0	0
AIP	1	0	0	0
PITPNM1	0	0	0	0
CDK2AP2	0	0	0	0
GSTP1	0	0	0	0
NDUFV1	0	0	0	0
DOC2GP	0	1	0	0
RP11-655M14.13	0	1	0	0
NUDT8	0	0	0	0
ACY3	0	0	0	0
FAM86C2P	0	0	0	0
UNC93B1	0	0	0	0
ALDH3B1	0	1	0	0
RP5-901A4.1	0	1	1	0
NDUFS8	0	0	0	0
TCIRG1	0	0	0	0
RP11-802E16.3	0	1	0	1
CHKA	0	0	0	0
CTD-2655K5.1	1	1	0	0
SUV420H1	0	0	0	0
C11orf24	1	0	0	0
LRP5	0	0	0	0
PPP6R3	0	0	0	0
GAL	1	1	0	0
MTL5	0	0	0	0
CPT1A	0	0	0	0
MRPL21	0	0	0	0
IGHMBP2	0	0	0	0
TPCN2	1	0	0	0
RP11-554A11.9	1	0	1	1
MYEOV	1	0	0	0
RP11-211G23.2	1	1	1	0
CCND1	0	0	0	0
ORAOV1	0	0	0	0
FGF19	1	1	1	0
ANO1	1	0	1	0
FADD	0	0	0	0
PPFIA1	0	0	0	0
AP000487.5	0	0	0	0
CTTN	0	0	0	0
DHCR7	0	0	0	0
RP11-660L16.2	1	0	0	0
NADSYN1	0	0	0	0
FAM86C1	0	0	0	0
RP11-849H4.2	0	1	0	0
RNF121	1	0	0	0
IL18BP	0	0	0	0
NUMA1	0	0	0	0
RP11-849H4.4	0	0	0	1
LRTOMT	0	0	0	0
LAMTOR1	0	0	0	0
ANAPC15	0	0	0	0
INPPL1	0	0	0	0
CLPB	0	0	0	0
PDE2A	0	1	1	0
ARAP1	1	0	0	0
STARD10	0	0	0	0
ATG16L2	1	0	0	1
FCHSD2	0	0	0	0
P2RY2	1	0	0	0
RP11-800A3.4	0	1	0	0
ARHGEF17	0	0	1	1
RELT	0	0	0	0
FAM168A	0	0	0	0
RP11-809N8.4	1	0	0	0
RAB6A	0	0	0	0
MRPL48	0	0	0	0
COA4	0	0	0	0
PAAF1	0	0	0	0
DNAJB13	0	1	0	1
RP11-167N4.2	1	1	0	0
UCP2	0	0	0	1
UCP3	1	0	0	0
C2CD3	0	0	0	0
PPME1	0	0	0	0
P4HA3	1	0	0	0
PGM2L1	1	1	0	0
LIPT2	0	0	0	0
AP001372.2	0	0	0	0
POLD3	0	0	0	0
RP11-864N7.2	0	1	0	0
RNF169	1	0	0	0
XRRA1	0	0	0	0
SPCS2	1	0	0	0
RPS3	0	0	0	0
SNORD15B	0	0	0	1
GDPD5	0	0	0	0
SERPINH1	1	0	0	0
MAP6	0	0	1	0
DGAT2	1	0	0	0
RP11-535A19.2	0	1	0	0
UVRAG	0	0	0	0
WNT11	1	0	1	0
PRKRIR	0	0	0	0
RP11-111M22.2	0	1	0	0
RP11-111M22.4	1	1	0	0
RP11-111M22.5	0	0	0	0
RP11-111M22.3	0	0	0	0
C11orf30	0	0	0	0
TSKU	1	0	0	0
RP11-21L23.3	0	1	1	0
RP11-21L23.2	0	0	0	0
ACER3	1	0	0	1
CAPN5	0	0	0	0
MYO7A	0	0	1	1
PAK1	0	0	0	0
CLNS1A	0	0	0	0
AQP11	0	0	0	0
RSF1	0	0	0	0
RSF1-IT2	0	1	0	0
AAMDC	0	0	0	0
INTS4	0	0	0	0
KCTD14	1	0	1	0
NDUFC2	1	0	0	0
ALG8	1	0	0	0
KCTD21-AS1	0	0	0	0
KCTD21	0	0	0	0
USP35	0	0	0	0
GAB2	1	0	0	0
RP11-452H21.4	1	0	0	0
NARS2	0	0	0	0
RPS28P7	0	0	0	0
PRCP	0	0	0	0
DDIAS	0	1	0	0
RAB30	0	0	0	0
RAB30-AS1	0	0	0	0
PCF11	0	0	0	0
RP11-727A23.4	0	1	0	0
RP11-727A23.5	0	0	0	0
RP11-727A23.11	0	1	0	0
ANKRD42	0	0	0	0
CCDC90B	0	0	0	0
DLG2	1	0	0	0
TMEM126A	0	0	0	0
CREBZF	0	0	0	0
CCDC89	1	1	0	0
SYTL2	0	0	1	1
PICALM	0	0	0	0
EED	0	0	0	0
RP11-320L11.2	1	0	0	0
C11orf73	0	0	0	0
PRSS23	1	0	1	1
RP11-736K20.5	0	0	0	0
FZD4	0	0	0	0
RP11-736K20.6	0	0	0	0
TMEM135	0	0	0	0
CTSC	1	1	1	1
GRM5	0	1	1	1
CHORDC1	0	0	0	0
TUBAP2	0	0	0	0
SLC36A4	0	0	0	0
SMCO4	0	1	1	0
CEP295	0	0	0	0
SCARNA9	1	1	1	1
TAF1D	1	0	0	0
SNORD6	0	0	0	0
C11orf54	1	0	0	0
MED17	0	0	0	0
PANX1	1	0	0	0
RP11-680H20.1	1	1	1	1
MRE11A	0	0	0	0
RP11-685N10.1	0	0	0	1
ANKRD49	0	0	0	0
PIWIL4	0	0	0	0
FUT4	0	1	0	0
AMOTL1	0	0	0	0
CWC15	0	0	0	0
ENDOD1	1	0	1	0
SESN3	1	0	1	0
FAM76B	1	0	0	0
CEP57	0	0	0	0
MTMR2	0	0	0	0
MAML2	0	0	0	0
CCDC82	0	0	0	0
JRKL	0	0	0	0
KIAA1377	0	0	0	0
C11orf70	0	0	0	0
YAP1	0	0	0	0
BIRC3	1	1	1	0
BIRC2	0	1	0	0
TMEM123	1	0	0	0
RP11-315O6.1	1	1	1	1
MMP1	0	1	1	1
RP11-690D19.3	0	0	0	0
DCUN1D5	0	0	0	0
DYNC2H1	0	0	0	0
PDGFD	0	1	1	1
CASP4	0	1	1	1
CASP1	1	1	1	1
CARD16	1	1	1	1
CASP1P2	0	0	1	1
CARD17	0	0	1	1
MSANTD4	0	0	0	0
KBTBD3	1	0	0	0
AASDHPPT	0	0	0	0
RP11-819C21.1	0	0	0	0
CWF19L2	0	0	0	0
ALKBH8	0	0	0	0
ELMOD1	1	0	0	0
SLN	1	0	0	0
SLC35F2	0	0	0	0
RP11-832N8.1	0	1	1	1
RAB39A	0	0	0	0
CUL5	0	0	0	0
ACAT1	0	0	0	0
NPAT	0	0	0	0
ATM	0	0	0	0
C11orf65	0	0	0	1
KDELC2	1	0	0	0
EXPH5	1	1	0	0
DDX10	0	0	0	0
ZC3H12C	0	0	0	0
RDX	0	0	0	0
FDX1	0	0	0	0
COLCA2	1	1	0	0
SIK2	0	0	0	0
PPP2R1B	1	0	0	0
C11orf1	0	0	0	0
DIXDC1	0	0	0	0
DLAT	0	0	0	0
C11orf57	0	0	0	0
TIMM8B	0	0	0	0
SDHD	0	0	0	0
IL18	1	0	0	1
BCO2	0	0	0	0
PTS	0	0	0	0
TTC12	0	1	0	0
RP11-159N11.4	0	1	1	1
ANKK1	0	1	1	0
TMPRSS5	0	0	0	1
ZW10	1	0	0	0
RP11-667M19.2	0	1	1	0
USP28	0	0	0	0
RP11-667M19.9	0	1	0	0
C11orf71	0	0	0	0
RBM7	0	0	0	0
REXO2	0	0	0	0
BUD13	0	0	0	0
ZPR1	0	0	0	0
APOA1	1	0	0	0
SIK3	0	0	0	0
PAFAH1B2	0	0	0	0
SIDT2	0	0	0	0
TAGLN	0	0	1	0
PCSK7	0	0	0	0
RNF214	0	0	0	0
BACE1	1	0	0	0
CEP164	0	0	0	0
FXYD6	0	0	0	0
IL10RA	0	0	1	0
MPZL3	0	0	1	1
MPZL2	1	0	1	0
UBE4A	1	0	0	0
IFT46	0	0	0	0
ARCN1	0	0	0	0
PHLDB1	0	0	0	0
BCL9L	0	0	0	0
UPK2	1	1	0	1
RN7SL688P	0	0	0	1
CCDC84	0	0	0	0
TRAPPC4	0	1	0	0
SLC37A4	0	0	0	0
HYOU1	0	0	0	0
HMBS	0	0	0	0
H2AFX	0	1	0	0
DPAGT1	0	0	0	0
C2CD2L	0	0	0	0
HINFP	0	0	0	0
ABCG4	0	0	0	1
NLRX1	0	0	0	0
CCDC153	0	1	0	1
CBL	0	0	0	0
MCAM	0	0	0	1
RNF26	0	0	0	0
USP2	0	0	0	0
USP2-AS1	0	0	0	0
RP11-196E1.3	0	0	0	0
PVRL1	1	0	0	0
OAF	0	0	0	0
TMEM136	0	0	1	0
ARHGEF12	0	0	0	0
GRIK4	0	0	0	1
TBCEL	0	0	0	0
TECTA	0	1	0	0
SC5D	0	0	0	1
RP11-166D19.1	1	0	0	1
UBASH3B	0	0	0	0
HSPA8	0	0	0	0
SNORD14E	0	0	0	0
AP000783.1	1	1	1	1
LINC01059	0	1	1	1
GRAMD1B	0	0	0	1
ZNF202	0	0	0	0
VWA5A	1	0	1	1
TBRG1	0	0	0	0
SIAE	1	0	0	0
SPA17	0	0	0	0
NRGN	0	1	0	0
RP11-677M14.2	0	1	1	1
ESAM	1	0	0	0
MSANTD2	0	1	0	1
RP11-677M14.7	0	1	0	0
ROBO3	1	0	1	0
ROBO4	1	0	0	1
CCDC15	0	0	0	0
SLC37A2	0	0	0	0
TMEM218	0	0	0	0
PKNOX2	0	1	0	1
FEZ1	1	0	0	0
EI24	0	0	0	0
STT3A	0	0	0	0
CHEK1	0	0	0	0
HYLS1	0	0	0	0
PUS3	1	0	0	0
CDON	0	0	0	0
RP11-50B3.1	0	1	1	1
RPUSD4	0	0	0	0
RP11-50B3.4	0	1	1	0
FAM118B	0	0	0	0
SRPR	0	0	0	0
FOXRED1	0	0	0	0
TIRAP	0	0	0	0
DCPS	0	0	0	0
ST3GAL4	0	0	0	0
RP11-676M6.1	0	0	0	0
ETS1	0	1	0	0
TP53AIP1	1	0	1	0
ARHGAP32	1	0	0	0
BARX2	0	0	0	0
NFRKB	0	0	0	0
PRDM10	1	0	0	0
APLP2	0	0	0	0
ST14	0	1	0	1
ZBTB44	1	0	0	0
RP11-121M22.1	0	1	0	0
RP11-890B15.3	1	1	0	0
SNX19	1	0	0	0
IGSF9B	0	0	0	0
RP11-713P17.3	0	1	0	1
RP11-713P17.4	0	1	1	1
JAM3	0	0	0	0
NCAPD3	0	0	0	0
VPS26B	0	0	0	0
THYN1	0	0	0	0
ACAD8	0	0	0	0
GLB1L3	1	0	0	0
GLB1L2	0	0	0	0
B3GAT1	1	1	0	1
SLC6A12	1	1	1	1
SLC6A13	1	0	1	0
RP11-283I3.6	0	0	0	0
KDM5A	0	0	0	0
CCDC77	0	0	0	0
B4GALNT3	0	0	0	0
RP11-218M22.1	0	1	0	0
WNK1	0	0	0	0
RAD52	1	0	0	1
RP11-359B12.2	0	0	0	0
ERC1	0	0	0	0
WNT5B	0	0	0	0
FBXL14	0	1	1	0
ADIPOR2	0	0	0	0
DCP1B	0	0	0	0
CBX3P4	0	0	1	1
FKBP4	0	0	0	0
ITFG2	0	0	0	0
FOXM1	0	0	0	0
RHNO1	0	0	0	0
TULP3	0	0	0	0
TEAD4	0	0	0	0
RP11-253E3.3	0	0	0	0
TSPAN9	0	0	0	0
RP11-543P15.1	0	1	1	1
CRACR2A	0	0	0	0
PARP11	0	0	0	0
HSPA8P5	0	0	0	0
CCND2	1	1	0	0
C12orf5	0	0	0	0
C12orf4	0	0	0	0
RAD51AP1	0	0	0	0
DYRK4	0	0	0	0
AKAP3	0	0	0	0
NDUFA9	0	0	0	0
VWF	0	0	1	0
CD9	1	0	0	0
PLEKHG6	0	0	0	1
TNFRSF1A	0	0	0	0
SCNN1A	0	0	1	0
LTBR	0	0	0	0
RP1-102E24.8	0	1	0	0
CD27-AS1	1	1	0	1
TAPBPL	0	0	1	0
VAMP1	1	0	0	0
MRPL51	0	0	0	0
NCAPD2	0	0	0	0
RP5-940J5.3	0	1	0	0
GAPDH	0	0	0	0
IFFO1	1	1	0	0
NOP2	0	0	0	0
CHD4	0	0	0	0
RP5-940J5.6	0	1	0	0
LPAR5	1	0	1	0
ACRBP	1	1	0	1
ING4	1	0	0	0
ZNF384	0	0	0	0
PIANP	0	0	0	0
RP4-761J14.10	0	1	1	0
MLF2	0	0	0	0
LAG3	0	0	0	1
GPR162	0	0	0	1
P3H3	0	0	0	0
GNB3	0	0	0	0
CDCA3	0	0	0	0
USP5	0	0	0	0
TPI1	0	1	1	1
LRRC23	1	0	0	0
ENO2	0	0	0	0
ATN1	0	0	0	0
C12orf57	0	0	0	0
EMG1	0	0	0	0
PHB2	0	0	0	0
LPCAT3	1	0	0	0
C1S	0	0	0	0
C1R	1	0	0	0
C1RL	0	1	0	0
C1RL-AS1	0	1	0	0
RBP5	1	0	0	0
RP11-273B20.1	1	0	0	0
CLSTN3	0	0	0	0
PEX5	0	0	0	0
GDF3	0	1	1	1
SLC2A3	1	1	1	1
FOXJ2	0	0	0	0
C3AR1	1	1	1	1
NECAP1	0	0	0	0
CLEC4A	1	0	0	0
FAM66C	0	1	0	0
FAM90A1	1	0	0	0
FAM86FP	0	1	0	1
RP11-266K4.9	0	1	1	0
RIMKLB	1	0	0	0
PHC1	0	0	0	0
M6PR	1	0	0	0
KLRG1	0	0	0	0
A2M	0	0	1	0
PTMAP4	0	1	0	0
RP11-22B23.1	0	0	0	0
RP11-599J14.2	0	0	0	1
DDX12P	0	0	0	0
RP11-726G1.1	0	0	0	0
RP11-705C15.2	0	0	0	0
CLEC2D	1	1	0	1
RP11-75L1.2	0	1	0	0
CLEC2B	0	0	0	0
GABARAPL1	1	0	0	0
KLRC2	0	1	0	0
KLRAP1	0	0	0	0
MAGOHB	0	0	0	0
YBX3	0	0	0	0
LINC01252	1	1	1	0
ETV6	1	0	1	0
MANSC1	0	0	0	0
LOH12CR2	1	1	0	0
LOH12CR1	1	0	0	0
DUSP16	0	0	0	0
CREBL2	0	0	0	0
GPR19	0	0	1	0
CDKN1B	1	0	0	0
APOLD1	0	0	0	0
DDX47	0	0	0	0
RPL13AP20	0	0	0	0
GPRC5A	0	0	0	0
RP11-392P7.6	0	0	0	0
HEBP1	0	0	0	0
HTR7P1	1	0	0	0
RP11-377D9.3	1	1	0	0
KIAA1467	0	0	0	0
GSG1	1	1	1	0
EMP1	1	0	0	0
ATF7IP	0	0	0	0
PLBD1	0	0	0	0
PLBD1-AS1	0	0	0	0
RP11-174G6.1	1	1	0	0
RP11-174G6.5	0	0	0	0
HIST4H4	0	0	0	0
H2AFJ	0	0	0	0
WBP11	0	0	0	0
C12orf60	0	0	0	0
EPS8	0	0	0	0
STRAP	0	0	0	0
DERA	0	0	0	0
MGST1	1	0	0	0
RP11-473N11.2	0	0	0	0
EEF1A1P16	0	1	0	0
AEBP2	0	0	0	0
RP11-405A12.1	0	1	1	1
RP11-424C20.2	1	1	0	0
SLCO1B3	0	0	0	0
RP11-545J16.1	0	0	1	0
SLCO1B1	0	0	1	0
PYROXD1	0	0	0	0
RECQL	0	0	0	0
GOLT1B	1	0	0	0
CMAS	0	0	0	0
C2CD5	0	0	0	0
RP11-359J14.2	0	1	0	1
ETNK1	0	1	0	0
BCAT1	0	1	0	0
CASC1	0	1	0	1
LYRM5	0	0	0	0
KRAS	0	0	0	0
LMNTD1	1	0	0	0
RASSF8-AS1	0	0	0	1
RASSF8	0	0	0	0
BHLHE41	0	0	0	1
RP11-283G6.3	0	0	0	0
RP11-612B6.2	0	0	0	0
ITPR2	0	0	0	0
ASUN	0	0	0	0
FGFR1OP2	1	0	0	0
TM7SF3	0	0	0	0
MED21	0	0	0	0
STK38L	0	0	0	0
ARNTL2	1	1	1	1
PPFIBP1	0	0	0	0
REP15	1	0	0	0
MRPS35	0	0	0	0
KLHL42	0	0	0	0
CCDC91	0	0	0	0
RP11-967K21.1	1	1	1	0
FAR2	0	1	1	1
RP11-996F15.2	1	0	1	0
ERGIC2	1	0	0	0
TMTC1	0	0	1	1
IPO8	0	0	0	0
CAPRIN2	1	0	0	0
LINC00941	1	0	0	0
DDX11-AS1	1	0	0	0
DDX11	0	0	0	0
RP11-551L14.1	0	0	0	1
FAM60A	0	0	0	0
DENND5B	0	0	0	0
DENND5B-AS1	1	0	0	0
METTL20	0	0	0	0
AMN1	1	0	0	0
KIAA1551	0	0	0	0
BICD1	0	0	0	0
FGD4	0	0	0	0
DNM1L	0	0	0	0
RP11-278C7.1	0	0	0	0
YARS2	1	0	0	0
PKP2	0	0	0	1
ALG10	0	1	0	1
ALG10B	0	0	1	1
CPNE8	0	0	0	0
KIF21A	0	0	0	0
SLC2A13	0	0	1	1
GXYLT1	1	1	1	0
YAF2	0	0	0	0
PPHLN1	0	0	0	0
ZCRB1	0	0	0	0
RP11-328C8.2	0	0	0	0
PRICKLE1	0	0	0	0
PUS7L	0	0	0	0
IRAK4	0	0	0	0
TWF1	0	0	0	0
TMEM117	1	0	1	0
RP11-478B9.3	0	0	0	0
PLEKHA8P1	0	0	0	0
ANO6	0	0	0	0
RP11-352M15.2	0	0	0	0
ARID2	0	0	0	0
SLC38A1	0	0	0	1
