Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"14"	"FOSL2"	"54.4"	"ARCHS4 Coexpression,66;ENCODE ChIP-seq,14;Enrichr Queries,42;ReMap ChIP-seq,51;GTEx Coexpression,99"	"IFITM3,CDKN1A,BTG1,NCF2,TNC,TNFAIP3,IRS2,CXCL1,SLC2A3,PTPRK,JADE2,AHR,PRSS23,CXCL2,ETS2,NIPAL4,FAM102A,HINT3,NAMPT,ADORA1,PDE4B,ANKRD1,EMILIN2,KIF1A,TNS4,IL6R,IER3,TGM2,IL13RA1,DUSP4,GPR39,EDN1,IL4R,IGFBP4,SPHK1,ITGA2,RIPK4,F2R,PLAUR,OSMR,MID2,DUSP6,SERPINB6,SYTL2,ELF3,S100A6,S100A5,LINC00525,NCOA7,ANGPTL4,IL6ST,TRIB2,EPHA2,B4GALT5,HBEGF,DDR2,CEBPB,CEBPD,SDC4,SLC20A1,FAM129A,HIF1A,FOXO1,PDLIM1,SOCS3,HRH1,CNNM1,ATXN1,CHSY1,PMAIP1,SFN,LRRC8A,HIVEP2,GBP2,ST3GAL1,STRA6,TM4SF18,PRNP,NQO2,JAG1,LAMB3,TIPARP,SMOX,PLEKHA2,SMAGP,LGI3,TPBG,MYBPH,TNFRSF10A,KLF2,GADD45G,VEGFA,KRT19,MAFB,BHLHE40,ATP13A3"
"gene_set_query"	"15"	"CSRNP1"	"54.5"	"ARCHS4 Coexpression,27;GTEx Coexpression,82"	"CD274,CEBPB,CXCL8,BTG1,CEBPD,TNFAIP3,SLC2A3,AHR,ETS2,SOCS3,CHSY1,NAMPT,PDE4B,EMILIN2,GBP2,IL6R,MYLIP,SNORD12B,IL4R,TIPARP,HLA-B,PLAUR,TNFRSF10A,NAMPTP1,KLF2,MAFB,BHLHE40,HBEGF"
"gene_set_query"	"16"	"ATF3"	"55.17"	"Literature ChIP-seq,63;ARCHS4 Coexpression,3;ENCODE ChIP-seq,113;Enrichr Queries,23;ReMap ChIP-seq,121;GTEx Coexpression,8"	"MAP10,IFITM3,IFITM1,GMFB,SERPINE2,CHPF,TMEM167A,GEMIN8P4,TNC,IRS2,PLOD2,ETS2,NIPAL4,CREB3L3,NAMPT,TNS4,IL6R,PRND,HIST1H2AC,IER3,TGM2,MFSD2A,IGFBP4,SYTL2,TMX4,EMCN,MTHFD2L,S100A6,S100A5,CARD16,IL6ST,PHLDB2,TRIB2,EPHA2,SKAP2,CD274,SDC4,ADRB2,HOTAIRM1,APH1A,EFNB2,SOCS3,HRH1,ATXN1,FLRT3,PMAIP1,LONRF3,SKIL,ST3GAL1,SLC19A2,STRA6,PRNP,JAG1,TIPARP,GADD45G,RCAN1,MAFB,NCEH1,BHLHE40,ADORA2A-AS1,SNAP25,CDKN1A,BTG1,CXCL8,TNFAIP3,CXCL1,SLC2A3,CXCL3,CXCL2,ADAMTS4,GLIPR1,FAM102A,HINT3,CA2,CTSL,PDE4B,ANKRD1,EMILIN2,KIF1A,DUSP4,EDN1,NAA30,MMP1,SPHK1,ITGA2,RIPK4,PLAUR,ELOVL6,RGMB,DUSP6,SERPINB6,ELF3,HKDC1,NCOA7,ANGPTL4,ACTRT3,HBEGF,DDR2,CEBPB,CAMK2D,RBM47,CEBPD,SLC20A1,FAM129A,SLC7A2,PDLIM1,NT5E,CHSY1,IFI16,SUSD4,LRRC8A,GBP2,GBP1,MICA,WDR17,NQO2,LAMB3,GCH1,SMAGP,PCDH7,KLHL4,KLF2,VEGFA,SULF2,SNX18,DLC1,ATP13A3,F2RL2"
"gene_set_query"	"17"	"ELF3"	"57.5"	"ARCHS4 Coexpression,124;Enrichr Queries,99;ReMap ChIP-seq,2;GTEx Coexpression,5"	"EHF,IFITM1,NCF2,TNC,JADE2,ANTXR2,CLDN1,ETS2,DPF3,TNS4,IL6R,HIST1H2AC,TGM2,IER3,IGFBP4,F2R,LIFR,OVOL2,SLC9A2,MTHFD2L,S100A6,S100A5,PHLDB2,TRIB2,DSC2,EPHA2,SDC4,MST1R,SOCS3,ATXN1,RDH10,ZNF703,PLXNA1,PMAIP1,TSPAN1,ST3GAL1,STRA6,TNFSF18,PRNP,SNORD12B,JAG1,TNFRSF10A,CP,MAFB,TCN1,BHLHE40,CDKN1A,BTG1,CXCL8,TNFAIP3,LAMC2,CXCL1,CXCL3,CXCL2,PRSS23,PTPRF,CXCL5,FAM102A,CA2,LBR,DUSP4,GPR39,SERPINB1,EDN1,ZHX2,ITGA2,RIPK4,PLAUR,SHROOM3,DUSP6,SERPINB6,SLC22A23,CDCP1,ELF3,HKDC1,PPARG,B4GALT5,HBEGF,DDR2,SAMD5,RBM47,CEBPB,CEBPD,SLC20A1,ABHD17C,PDLIM1,NT5E,LRRC8A,PCDH1,MPZL3,GBP2,GALNT7,TM4SF18,NQO2,LAMB3,SMAGP,SMOX,SEMA4B,PCDH7,SAMD4A,PDZK1IP1,VEGFA,KRT19"
"gene_set_query"	"18"	"NFIL3"	"58.67"	"ARCHS4 Coexpression,52;Enrichr Queries,50;GTEx Coexpression,74"	"CCDC71L,IFITM3,CDKN1A,BTG1,CXCL8,SERPINE2,NCF2,TNC,TNFAIP3,SLC2A3,IRS2,CXCL1,IL1RAP,AHR,CXCL2,ETS2,NAMPT,CASP4,PDE4B,EMILIN2,IL6R,CTSC,IER3,TGM2,IL13RA1,DUSP4,IL1R2,PLAUR,HLA-B,OSMR,NAMPTP1,DUSP6,S100A6,ANGPTL4,HBEGF,DDR2,CEBPB,CEBPD,SDC4,FAM129A,HIF1A,FOXO1,SOCS3,CHSY1,PMAIP1,GBP2,PRNP,GCH1,TIPARP,LYZ,KLF2,GADD45G,VEGFA,RCAN1,SNX18,MAFB,BHLHE40"
"gene_set_query"	"19"	"BCL6B"	"59.67"	"ARCHS4 Coexpression,10;Enrichr Queries,126;GTEx Coexpression,43"	"IFITM3,ROBO4,CDKN1A,GALNT18,TNC,PRSS23,ADAMTS4,CDH5,RGS5,CA2,ANKRD1,PRND,IER3,TGM2,DUSP4,SEMA6B,EDN1,UNC5B,IGFBP4,F2R,PLAUR,DUSP6,BACE2,EMCN,SLCO4A1,S100A6,COL6A3,PPARG,ANGPTL4,FAR2,RAPGEF5,IL6ST,MOCS1,HBEGF,EPHA2,DDR2,RAI14,CEBPB,CEBPD,LAMA4,PCDH12,FSTL1,EFNB2,PDLIM1,SOCS3,LRRC8C,PCDH1,GBP2,N4BP3,TM4SF18,KLHL4,KLF2,BMP5,GADD45G,VEGFA,COL3A1,MAFB,GIPC3,DLC1,BHLHE40,F2RL2"
"gene_set_query"	"20"	"KLF5"	"60.6"	"Literature ChIP-seq,51;ARCHS4 Coexpression,17;Enrichr Queries,4;ReMap ChIP-seq,197;GTEx Coexpression,34"	"IFITM3,SLC46A3,EHF,GMFB,SERPINE2,TNC,IRS2,KLHDC7B,JADE2,AHR,CLDN1,ETS2,NIPAL4,CDH5,NIPAL1,BBX,DPF3,HMCN1,TNS4,IER3,TGM2,SEMA6B,MSX2,UNC5B,TMEM170B,HLA-G,OVOL2,SLC9A2,SLC9A3,S100A6,S100A5,FAR2,DSC2,EPHA2,GNE,RAI14,SDC4,GPR87,SLCO5A1,MST1R,ADRB2,HIF1A,KLK7,FOXO1,MTDH,EFNB2,SOCS3,FLRT3,ZNF703,PMAIP1,SFN,TSPAN1,SKIL,PRNP,NDFIP2,JAG1,TIPARP,FERMT1,MAFB,BHLHE40,UST,UBE2U,KCNK5,CDKN1A,BTG1,MCTP1,TNFAIP3,AKR1B1,LAMC2,SLC2A3,PTPRK,DMKN,PRSS23,PTPRF,CXCL5,SYNE1,FAM102A,CA2,ANKRD1,PDE4A,DUSP4,EDN1,ITGA2,RIPK4,PLAUR,SHROOM3,OSMR,DUSP6,SERPINB6,SSTR5,CDCP1,TUBB2A,ELF3,MDFIC,SLCO4A1,HKDC1,IMPAD1,PPARG,HBEGF,DDR2,SAMD5,CEBPB,RBM47,CEBPD,FAM129A,ABHD17C,PDLIM1,NT5E,EGFLAM,MPZL3,PCDH1,NQO2,LAMB3,PCDH9,SMAGP,WNT7B,SEMA4B,TPBG,KLF2,SULF2,VEGFA,PDP1,KRT19,VEPH1,FAM171B,KBTBD8"
"gene_set_query"	"21"	"JUN"	"60.83"	"Literature ChIP-seq,23;ARCHS4 Coexpression,111;ENCODE ChIP-seq,26;Enrichr Queries,38;ReMap ChIP-seq,44;GTEx Coexpression,123"	"IFITM3,EHF,SERPINE2,CHPF,FAM89A,TNC,IRS2,AHR,JADE2,KLHDC7B,ANTXR2,ETS2,NIPAL4,CDH5,GPR176,CREB3L3,NAMPT,LEPR,HMCN1,TNS4,TMEM38B,IL6R,IER3,TGM2,IL13RA1,MYLIP,IL4R,IGFBP4,F2R,SLC6A12,SLC30A1,SYTL2,EMCN,MTHFD2L,S100A6,S100A5,ALPK2,IL6ST,SCG2,PHLDB2,TRIB2,EPHA2,RAI14,CD274,SDC4,SLCO5A1,ADRB2,PCDH12,APCDD1,HIF1A,EFNB2,SOCS3,ATXN1,ITPRIPL1,C7,ZNF703,PMAIP1,SFN,ST3GAL1,SKIL,SLC19A2,TNFSF18,PRNP,JAG1,NDFIP1,TIPARP,SLC16A10,TNFRSF10A,ARHGAP26,CP,GADD45G,RCAN1,MAFB,GIPC3,BHLHE40,UST,CPEB2,CD22,PHTF2,ROBO4,CDKN1A,BTG1,CXCL8,BNC1,TNFAIP3,AKR1B1,SLC2A3,PTPRK,SIPA1L2,CXCL3,CXCL2,PRSS23,GLIPR1,FAM102A,HINT3,CTSL,CASP4,CASP1,PDE4A,DUSP4,SERPINB1,EDN1,ZHX2,NAA30,DESI2,SPHK1,PLAUR,EN2,PLA2G4A,SERPINB9,ETV1,OSMR,DUSP6,SERPINB6,TUBB2A,CDCP1,AIM2,HKDC1,ANGPTL4,B4GALT6,MAPRE2,HBEGF,B4GALT5,DDR2,KANK1,CEBPB,CAMK2D,RBM47,CEBPD,SLC20A1,ATP10D,FAM129A,FSTL1,SLC7A2,PDLIM1,NT5E,OXCT1,CREG2,LRRC8C,LRRC8A,GBP2,MPZL3,E2F7,TM4SF18,NQO2,LAMB3,SMOX,SMAGP,PLEKHA2,WNT7B,MYBPH,KLHL4,KLF2,VEGFA,SPCS3,KRT19,GATM,HIST3H2A,TMEM158,DLC1,MGAT4A,FAM171B,ATP13A3,KBTBD8"
"gene_set_query"	"22"	"ZNF697"	"61.0"	"ARCHS4 Coexpression,158;Enrichr Queries,3;GTEx Coexpression,22"	"CDKN1A,BTG1,CXCL8,SERPINE2,TNC,TNFAIP3,PLOD2,IRS2,LAMC2,SLC2A3,IER3IP1,SIPA1L2,CXCL3,PRSS23,CXCL2,PQLC2L,ETS2,CDH5,GPR176,FAM102A,CTSL,NAMPT,PDE4B,SLC16A7,EMILIN2,SCARF2,IL6R,CTSC,IER3,MFSD2A,TGM2,DUSP4,DESI2,SPHK1,PLAUR,OSMR,DUSP6,CDCP1,MDFIC,IMPAD1,COL6A3,IL6ST,STEAP1,HBEGF,EPHA2,DDR2,RAI14,B4GALT5,CD274,CEBPB,SDC4,SLC20A1,FAM129A,HIF1A,FSTL1,EFNB2,SOCS3,NT5E,LRRC8C,PMAIP1,PLXNA1,HIVEP2,ST3GAL1,SKIL,E2F7,PRNP,JAG1,LAMB3,SMOX,VEGFA,RCAN1,TMEM158,NFIA,DLC1,BHLHE40,ATP13A3"
"gene_set_query"	"23"	"FOXD1"	"62.5"	"ARCHS4 Coexpression,113;GTEx Coexpression,12"	"HS3ST3A1,TENM3,SERPINE2,CHPF,LAMA4,PLOD2,HIF1A,FSTL1,CXCL5,GPR176,NT5E,ZNF703,ZNF469,SCARF2,LINC01085,TPBG,OSMR,TMEM158,NAV3,RASAL2-AS1,DLC1,COL6A3,LINC00525,STEAP1,ULBP2,RAI14,EPHA2,DDR2"
"gene_set_query"	"24"	"PRDM1"	"66.6"	"ARCHS4 Coexpression,163;ENCODE ChIP-seq,38;Enrichr Queries,2;ReMap ChIP-seq,24;GTEx Coexpression,106"	"IFITM3,EHF,IFITM1,SERPINE2,NCF2,TNC,IRS2,PLOD2,AHR,ANTXR2,TOMM20,CLDN1,ETS2,NIPAL1,TBC1D30,NAMPT,BBX,SLC16A7,SLC39A8,IER3,TGM2,MFSD2A,IL4R,F2R,UHMK1,ADAM19,MTHFD2L,S100A6,S100A5,UCA1,CARD16,IL6ST,PHLDB2,DSC2,EPHA2,CD274,SDC4,GPR87,ADRB2,HIF1A,MTDH,ADAMTS16,SOCS3,ATXN1,GALR2,RDH10,MAP7,PMAIP1,SFN,HIVEP2,N4BP3,SLC19A2,FZD1,JAG1,LINC01085,TNFRSF10A,BMP5,FAM160A1,RCAN1,MAFB,UST,BHLHE40,CDKN1A,BTG1,CXCL8,TNFAIP3,CXCL1,SLC2A3,COX7C,CXCL2,CALB2,FAM102A,HINT3,CA2,CASP4,CASP1,PDE4B,CTSC,DUSP4,SERPINB1,EDN1,PTGIS,RIPK4,PLAUR,PLA2G4A,SERPINB9,RGMB,SPTB,DUSP6,CDCP1,RASAL2-AS1,PPARG,ANGPTL4,ACTRT3,MAPRE2,B4GALT5,HBEGF,DDR2,CEBPB,CEBPD,FAM129A,ABHD17C,FSTL1,SLC7A2,FSTL5,NT5E,IFI16,LRRC8C,LRRC8A,MPZL3,GBP2,GBP1,E2F7,SMAGP,PLEKHA2,SEMA4B,PCDH7,PDZK1IP1,TTC39C,KLF2,SULF2,VEGFA,TSPAN13,NFIA,FAS,ATP13A3"
